Date,Opening,High,Closing,Low,Volume
2013-12-19,5.040,5.060,4.930,4.910,95295
2013-12-20,4.930,4.970,4.890,4.860,82008
2013-12-23,4.870,4.920,4.840,4.730,91082
2013-12-24,4.840,4.940,4.870,4.810,61446
2013-12-25,4.860,4.920,4.890,4.830,64864
2013-12-26,4.900,4.910,4.850,4.830,89930
2013-12-27,4.860,4.910,4.870,4.840,78443
2013-12-30,4.890,5.020,4.960,4.880,137622
2013-12-31,4.940,4.960,4.940,4.880,80658
2014-01-02,4.930,4.970,4.950,4.890,96297
2014-01-03,4.970,4.990,4.970,4.890,124003
2014-01-06,4.950,5.200,5.070,4.920,394642
2014-01-07,5.060,5.120,5.060,5.020,162253
2014-01-08,5.070,5.110,5.000,4.960,176488
2014-01-09,5.000,5.120,5.040,4.960,177878
2014-01-10,5.010,5.090,5.010,4.960,104987
2014-01-13,5.010,5.050,4.950,4.880,116177
2014-01-14,4.950,4.970,4.960,4.860,82109
2014-01-15,4.980,4.980,4.950,4.900,73083
2014-01-16,4.990,5.010,4.950,4.920,117873
2014-01-17,4.960,5.110,5.080,4.910,226207
2014-01-20,5.150,5.270,5.200,5.110,364614
2014-01-21,5.270,5.280,5.090,5.080,466959
2014-01-22,5.060,5.260,5.250,5.050,426214
2014-01-23,5.210,5.570,5.510,5.200,708154
2014-01-24,5.490,5.600,5.500,5.430,419753
2014-01-27,5.500,5.550,5.430,5.390,308057
2014-01-28,5.440,5.680,5.670,5.410,483503
2014-01-29,5.630,6.170,5.950,5.630,518122
2014-01-30,5.990,6.020,5.960,5.850,238460
2014-02-07,5.970,6.170,6.110,5.850,288925
2014-02-10,6.130,6.240,6.090,6.010,476806
2014-02-11,6.090,6.450,6.330,6.050,513748
2014-02-12,6.400,6.650,6.290,6.160,587609
2014-02-13,6.290,6.290,6.060,6.050,470151
2014-02-14,6.060,6.260,6.180,6.050,290739
2014-02-17,6.190,6.330,6.250,6.190,251043
2014-02-18,6.230,6.230,6.160,6.110,250788
2014-02-19,6.190,6.330,6.170,6.120,231634
2014-02-20,6.170,6.200,5.970,5.920,295245
2014-02-21,5.960,6.140,6.000,5.900,225949
2014-02-24,6.010,6.060,6.050,5.880,182116
2014-02-25,6.060,6.140,5.820,5.750,316235
2014-02-26,5.720,5.890,5.830,5.650,141351
2014-02-27,5.840,5.900,5.700,5.690,204515
2014-02-28,5.760,5.760,5.730,5.490,197117
2014-03-03,5.710,6.150,6.090,5.640,219089
2014-03-04,6.100,6.190,6.080,5.930,182755
2014-03-05,6.150,6.170,5.980,5.960,158671
2014-03-06,5.970,6.020,5.960,5.900,111217
2014-03-07,5.960,6.000,5.760,5.710,184576
2014-03-10,5.740,5.740,5.540,5.510,221003
2014-03-11,5.530,5.600,5.590,5.490,98635
2014-03-12,5.580,5.680,5.580,5.500,88746
2014-03-13,5.580,5.650,5.590,5.530,81424
2014-03-14,5.620,5.720,5.660,5.570,94829
2014-03-17,5.750,5.800,5.730,5.660,106888
2014-03-18,5.730,5.790,5.720,5.680,90091
2014-03-19,5.700,5.700,5.590,5.490,155927
2014-03-20,5.590,5.620,5.450,5.430,129361
2014-03-21,5.440,5.560,5.540,5.250,167056
2014-03-24,5.550,5.570,5.480,5.410,120189
2014-03-25,5.450,5.490,5.400,5.390,122765
2014-03-26,5.430,5.440,5.390,5.300,101797
2014-03-27,5.370,5.370,5.290,5.260,103832
2014-03-28,5.260,5.350,5.220,5.220,98979
2014-03-31,5.200,5.270,5.070,5.030,125312
2014-04-01,5.100,5.180,5.160,5.030,126866
2014-04-02,5.150,5.180,5.100,5.070,85279
2014-04-03,5.110,5.170,5.150,5.090,71893
2014-04-04,5.160,5.210,5.210,5.120,72854
2014-04-08,5.190,5.270,5.250,5.170,81768
2014-04-09,5.290,5.310,5.270,5.200,81547
2014-04-10,5.260,5.320,5.290,5.230,103672
2014-04-11,5.270,5.290,5.220,5.190,103226
2014-04-14,5.280,5.410,5.380,5.280,225062
2014-04-15,5.350,5.360,5.280,5.230,129674
2014-04-16,5.250,5.290,5.220,5.190,103571
2014-04-17,5.240,5.270,5.260,5.130,139740
2014-04-18,5.260,5.260,5.210,5.180,75653
2014-04-21,5.200,5.200,5.090,5.070,109614
2014-04-22,5.060,5.120,5.030,4.990,123299
2014-04-23,5.030,5.040,5.010,4.950,79275
2014-04-24,5.000,5.220,5.150,5.000,160643
2014-04-25,5.100,5.170,5.020,4.990,84112
2014-04-28,5.010,5.010,4.730,4.720,171890
2014-04-29,4.730,4.800,4.790,4.720,83025
