2013/12/19,5.1,5.16,5.15,5.04,87690
2013/12/20,5.18,5.18,5.1,5.04,96450
2013/12/23,5.1,5.12,5,4.94,65786
2013/12/24,5.03,5.1,5.04,4.99,67286
2013/12/25,5.05,5.07,5.05,5.01,52787
2013/12/26,5.05,5.05,4.9,4.89,92046
2013/12/27,4.88,4.98,4.97,4.88,51191
2013/12/30,5.21,5.47,5.47,5.21,621035
2013/12/31,5.55,5.55,5.43,5.36,362976
2014/1/2,5.4,5.42,5.37,5.29,173427
2014/1/3,5.38,5.39,5.23,5.21,153101
2014/1/6,5.2,5.2,5.02,4.98,160420
2014/1/7,5,5.14,5.1,4.95,101995
2014/1/8,5.08,5.11,5.03,5.02,74813
2014/1/9,5.04,5.07,4.96,4.94,89397
2014/1/10,4.96,5.01,4.95,4.87,95577
2014/1/13,4.95,5.21,5.15,4.9,153753
2014/1/14,5.06,5.18,5.14,5.06,103554
2014/1/15,5.16,5.2,5.14,5.09,87737
2014/1/16,5.13,5.25,5.17,5.07,135086
2014/1/17,5.27,5.29,5.16,5.15,172780
2014/1/20,5.15,5.15,5.06,5.03,81974
2014/1/21,5.06,5.13,5.11,5.04,76376
2014/1/22,5.13,5.25,5.25,5.11,159971
2014/1/23,5.25,5.25,5.21,5.16,144791
2014/1/24,5.19,5.28,5.24,5.18,138749
2014/1/27,5.19,5.24,5.18,5.17,111514
2014/1/28,5.19,5.24,5.16,5.12,74795
2014/1/29,5.16,5.23,5.16,5.14,75310
2014/1/30,5.16,5.18,5.09,5.07,76850
2014/2/7,5.08,5.13,5.12,5.02,73541
2014/2/10,5.12,5.29,5.28,5.12,177552
2014/2/11,5.29,5.46,5.43,5.25,267629
2014/2/12,5.4,5.5,5.42,5.37,205504
2014/2/13,5.41,5.87,5.59,5.34,536593
2014/2/14,5.56,5.77,5.62,5.55,350530
2014/2/17,5.63,5.73,5.69,5.58,316021
2014/2/18,5.65,5.77,5.71,5.53,402529
2014/2/19,5.72,6.04,5.9,5.67,702561
2014/2/20,5.93,5.95,5.66,5.63,342719
2014/2/21,5.62,5.73,5.56,5.46,267690
2014/2/24,5.52,5.56,5.54,5.39,198407
2014/2/25,5.55,5.58,5.32,5.26,220206
2014/2/26,5.28,5.32,5.3,5.16,160614
2014/2/27,5.33,5.36,5.25,5.23,151749
2014/2/28,5.24,5.34,5.33,5.21,110351
2014/3/3,5.33,5.46,5.42,5.27,165920
2014/3/4,5.39,5.7,5.56,5.25,334446
2014/3/5,5.5,5.62,5.49,5.46,184742
2014/3/6,5.5,5.57,5.51,5.43,158570
2014/3/7,5.51,5.52,5.35,5.33,146324
2014/3/10,5.3,5.33,5.07,5.06,167456
2014/3/11,5.07,5.15,5.11,5.03,102440
2014/3/12,5.11,5.17,5.12,5.06,88219
2014/3/13,5.13,5.19,5.17,5.12,79833
2014/3/14,5.13,5.15,5.1,5.07,80341
2014/3/17,5.12,5.2,5.19,5.11,70254
2014/3/18,5.19,5.29,5.26,5.17,100475
2014/3/19,5.22,5.23,5.2,5.11,74367
2014/3/20,5.18,5.24,5.1,5.07,89796
2014/3/21,5.06,5.24,5.21,5.05,125527
2014/3/24,5.21,5.32,5.29,5.19,157982
2014/3/25,5.28,5.34,5.28,5.23,134031
2014/3/26,5.33,5.35,5.27,5.24,102132
2014/3/27,5.24,5.24,5.19,5.13,124373
2014/3/28,5.16,5.24,5.15,5.11,109594
2014/3/31,5.12,5.16,5.11,5.08,88597
2014/4/1,5.11,5.21,5.19,5.09,72676
2014/4/2,5.19,5.25,5.22,5.16,92196
2014/4/3,5.23,5.24,5.17,5.15,91275
2014/4/4,5.16,5.22,5.21,5.12,77574
2014/4/8,5.19,5.3,5.28,5.17,127133
2014/4/9,5.27,5.34,5.29,5.25,112929
2014/4/10,5.29,5.34,5.31,5.27,123310
2014/4/11,5.3,5.5,5.45,5.29,302126
2014/4/14,5.45,5.8,5.64,5.43,502151
2014/4/15,5.62,5.67,5.5,5.45,314883
2014/4/16,5.56,5.68,5.54,5.43,351100
2014/4/17,5.51,5.54,5.44,5.41,190384
2014/4/18,5.44,5.47,5.46,5.39,109820
2014/4/21,5.4,5.46,5.33,5.32,148008
2014/4/22,5.36,5.6,5.56,5.36,334965
2014/4/23,5.52,5.56,5.51,5.48,138386
2014/4/24,5.46,5.49,5.38,5.38,134247
2014/4/25,5.4,5.53,5.39,5.34,174611
2014/4/28,5.4,5.42,5.23,5.2,166913
2014/4/29,5.23,5.3,5.29,5.2,86469
2014/4/30,5.29,5.34,5.34,5.24,92102
2014/5/5,5.31,5.31,5.27,5.16,115268
2014/5/6,5.26,5.29,5.26,5.2,71917
2014/5/7,5.24,5.31,5.3,5.2,87116
2014/5/8,5.27,5.38,5.35,5.25,143018
2014/5/9,5.32,5.32,5.24,5.23,84993
2014/5/12,5.28,5.38,5.34,5.25,103063
2014/5/13,5.34,5.37,5.3,5.27,85166
2014/5/14,5.31,5.33,5.27,5.26,73237
2014/5/15,5.27,5.29,5.19,5.18,87127
2014/5/16,5.2,5.23,5.22,5.15,64538
2014/5/19,5.23,5.24,5.23,5.16,58162
2014/5/20,5.23,5.28,5.24,5.22,41735
2014/5/21,5.22,5.27,5.27,5.18,49225
2014/5/22,5.27,5.32,5.29,5.26,86405
2014/5/23,5.1,5.1,5.09,5.05,43387
2014/5/26,5.08,5.11,5.09,5.06,54879
2014/5/27,5.09,5.09,5.04,5.03,44722
2014/5/28,5.03,5.09,5.08,5.01,72894
2014/5/29,5.08,5.1,5.05,5.03,75548
2014/5/30,5.05,5.06,5.02,4.99,73988
2014/6/3,5.04,5.04,5,5,43673
2014/6/4,4.99,5,4.9,4.85,97044
2014/6/5,4.9,4.94,4.93,4.87,48797
2014/6/6,4.93,4.94,4.9,4.88,45335
2014/6/9,4.91,4.93,4.88,4.87,34914
2014/6/10,4.88,4.92,4.92,4.85,48962
2014/6/11,4.93,4.93,4.92,4.88,50840
2014/6/12,4.91,4.99,4.96,4.9,93274
2014/6/13,4.97,5.02,5.02,4.94,74191
2014/6/16,5.02,5.03,4.98,4.96,77792
2014/6/17,4.96,4.99,4.94,4.93,49192
2014/6/18,4.98,4.98,4.86,4.85,84263
2014/6/19,4.88,4.88,4.71,4.67,94278
2014/6/20,4.72,5.16,5.1,4.71,408258
2014/6/23,5,5.05,4.91,4.89,271464
2014/6/24,4.91,4.99,4.85,4.82,242200
2014/6/25,4.84,5.02,4.93,4.78,331940
2014/6/26,4.89,4.96,4.85,4.84,375863
2014/7/7,4.74,4.74,4.69,4.68,169419
2014/7/8,4.68,4.71,4.7,4.64,93275
2014/7/9,4.68,4.7,4.61,4.6,95359
2014/7/10,4.62,4.66,4.63,4.61,75807
2014/7/11,4.62,4.75,4.73,4.61,133495
2014/7/14,4.72,4.82,4.79,4.7,129322
2014/7/15,4.79,4.79,4.75,4.72,102941
2014/7/16,4.72,4.74,4.72,4.7,153924
2014/7/17,4.72,4.87,4.76,4.7,258341
2014/7/18,4.73,4.86,4.85,4.71,309281
2014/7/21,4.84,4.95,4.85,4.84,195695
2014/7/22,4.86,5.13,5.07,4.84,709317
2014/7/23,5.06,5.15,5,4.95,470611
2014/7/24,4.94,5.16,5.08,4.89,497390
2014/7/25,5.11,5.13,5.09,5.03,260156
2014/7/28,5.05,5.12,5.1,5.04,399572
2014/7/29,5.16,5.4,5.27,5.13,673500
2014/7/30,5.23,5.36,5.25,5.2,390891
2014/7/31,5.23,5.25,5.25,5.17,245166
2014/8/1,5.23,5.32,5.2,5.18,317189
2014/8/4,5.18,5.28,5.27,5.16,369378
2014/8/5,5.28,5.28,5.24,5.2,223494
2014/8/6,5.22,5.23,5.2,5.14,265436
2014/8/7,5.18,5.2,5.1,5.09,308237
2014/8/8,5.09,5.16,5.15,5.08,188870
2014/8/11,5.15,5.22,5.19,5.14,185347
2014/8/12,5.21,5.21,5.19,5.16,141856
2014/8/13,5.19,5.35,5.35,5.16,566031
2014/8/14,5.35,5.42,5.26,5.24,339691
2014/8/15,5.25,5.35,5.31,5.21,266121
2014/8/18,5.33,5.37,5.33,5.28,230113
2014/8/19,5.35,5.35,5.31,5.25,260308
2014/8/20,5.29,5.35,5.34,5.27,242843
2014/8/21,5.32,5.32,5.27,5.23,187892
2014/8/22,5.27,5.3,5.28,5.24,166789
2014/8/25,5.28,5.3,5.27,5.24,122212
2014/8/26,5.27,5.36,5.2,5.18,249734
2014/8/27,5.2,5.22,5.17,5.15,155999
2014/8/28,5.17,5.17,5.09,5.06,178954
2014/8/29,5.1,5.14,5.13,5.08,91069
2014/9/1,5.15,5.19,5.19,5.13,133330
2014/9/2,5.19,5.31,5.29,5.17,322353
2014/9/3,5.3,5.32,5.31,5.24,318025
2014/9/4,5.3,5.42,5.39,5.29,517030
2014/9/5,5.52,5.61,5.44,5.4,655033
2014/9/9,5.48,5.73,5.71,5.44,785767
2014/9/10,5.64,5.7,5.62,5.58,526521
2014/9/11,5.6,5.71,5.56,5.52,463156
2014/9/12,5.52,5.66,5.6,5.48,407391
2014/9/15,5.59,5.6,5.59,5.52,337570
2014/9/16,5.57,5.64,5.4,5.38,425517
2014/9/17,5.41,5.55,5.55,5.36,296420
2014/9/18,5.66,5.73,5.65,5.56,496700
2014/9/19,5.61,5.66,5.59,5.55,297514
2014/9/22,5.58,5.59,5.5,5.49,277207
2014/9/23,5.49,5.62,5.61,5.49,350175
2014/9/24,5.57,5.68,5.64,5.55,408085
2014/9/25,5.67,5.69,5.59,5.58,377284
2014/9/26,5.58,5.89,5.79,5.55,717540
2014/9/29,5.86,6.03,5.98,5.78,786156
2014/9/30,5.98,6.1,6,5.9,557833
2014/10/8,6,6.05,5.99,5.9,448695
2014/10/9,6,6.15,6.05,5.96,507284
2014/10/10,6,6.01,5.88,5.86,548135
2014/10/13,5.86,5.93,5.91,5.81,271072
2014/10/14,5.88,5.99,5.94,5.86,304868
2014/10/15,5.93,5.96,5.95,5.84,290108
2014/10/16,5.89,5.94,5.77,5.77,393014
2014/10/17,5.78,5.83,5.65,5.57,315539
2014/10/20,5.69,6.05,6,5.67,680035
2014/10/21,5.95,6.09,5.95,5.89,694411
2014/10/22,5.95,6.08,5.79,5.76,629187
2014/10/23,5.75,5.93,5.79,5.71,415883
2014/10/24,5.82,6.37,6.37,5.77,928835
2014/10/27,6.5,6.83,6.59,6.46,2177403
