Date,Opening,High,Closing,Low,Volume
2013-12-19,9.500,9.590,9.500,9.460,8786
2013-12-20,9.500,9.530,9.510,9.380,10529
2013-12-23,9.510,9.760,9.720,9.510,11951
2013-12-24,10.030,10.690,9.850,9.830,55683
2013-12-25,9.800,9.800,9.500,9.370,28136
2013-12-26,9.500,9.530,9.020,9.010,33287
2013-12-27,9.000,9.150,8.970,8.900,17566
2013-12-30,9.030,9.100,9.020,8.960,10544
2013-12-31,8.950,9.090,9.000,8.930,9347
2014-01-02,9.000,9.040,9.000,8.930,9259
2014-01-03,8.980,9.030,8.950,8.900,8972
2014-01-06,9.010,9.010,8.510,8.430,17210
2014-01-07,8.510,8.580,8.390,8.320,9514
2014-01-08,8.390,8.470,8.230,8.100,11180
2014-01-09,8.230,8.330,8.080,8.060,12219
2014-01-10,8.090,8.200,8.130,7.830,15645
2014-01-13,8.190,8.590,8.450,8.000,18054
2014-01-14,8.400,8.680,8.540,8.350,11076
2014-01-15,8.690,8.690,8.600,8.460,14636
2014-01-16,8.600,8.690,8.510,8.510,6352
2014-01-17,8.450,8.560,8.270,8.250,6527
2014-01-20,8.260,8.550,8.460,8.260,10805
2014-01-21,8.500,8.620,8.580,8.490,6644
2014-01-22,8.680,8.870,8.770,8.600,7198
2014-01-23,8.770,8.860,8.690,8.680,9910
2014-01-24,8.650,8.740,8.670,8.600,12248
2014-01-27,8.650,8.650,8.490,8.440,11665
2014-01-28,8.500,8.680,8.570,8.500,7634
2014-01-29,8.570,8.610,8.560,8.500,6974
2014-01-30,8.580,8.640,8.570,8.410,4635
2014-02-07,8.500,8.730,8.700,8.480,6964
2014-02-10,8.700,8.870,8.840,8.700,11416
2014-02-11,8.800,8.880,8.830,8.800,8890
2014-02-12,8.840,9.050,8.970,8.830,14245
2014-02-13,8.970,8.970,8.830,8.810,9823
2014-02-14,8.850,9.000,9.000,8.720,11463
2014-02-17,9.000,9.470,9.370,9.000,24854
2014-02-18,9.350,9.360,9.230,9.170,12784
2014-02-19,9.230,9.470,9.380,9.220,13796
2014-02-20,9.380,9.550,9.330,9.270,16198
2014-02-21,9.330,10.000,9.870,9.250,34006
2014-02-24,9.950,9.950,9.650,9.560,25556
2014-02-25,9.630,9.880,9.280,9.200,22538
2014-02-26,9.270,9.300,9.220,9.080,11650
2014-02-27,9.220,9.750,9.700,9.210,20729
2014-02-28,9.700,9.780,9.610,9.400,18994
2014-03-03,9.610,9.830,9.710,9.550,17950
2014-03-04,9.600,9.800,9.700,9.560,12906
2014-03-05,9.700,9.860,9.690,9.650,13906
2014-03-06,9.690,9.790,9.720,9.400,13561
2014-03-07,9.730,9.960,9.770,9.710,20056
2014-03-10,9.780,9.780,9.310,9.310,19845
2014-03-11,9.210,9.470,9.380,9.080,10255
2014-03-12,9.390,9.560,9.490,9.210,8009
2014-03-13,9.410,9.690,9.660,9.410,12402
2014-03-14,9.670,9.790,9.710,9.500,10609
2014-03-17,9.750,10.300,10.230,9.710,40395
2014-03-18,10.330,10.330,10.270,10.050,21440
2014-03-19,10.270,10.480,10.240,10.200,28793
2014-03-20,10.240,10.370,10.060,10.050,18691
2014-03-21,10.060,10.340,10.250,9.860,20373
2014-03-24,10.400,10.400,10.120,9.990,14725
2014-03-25,10.070,10.140,9.900,9.890,17910
2014-03-26,9.870,10.050,9.990,9.860,9894
2014-03-27,10.000,10.140,9.780,9.660,11993
2014-03-28,9.800,9.900,9.620,9.510,8906
2014-03-31,9.590,9.700,9.500,9.450,8022
2014-04-01,9.490,9.650,9.640,9.410,7322
2014-04-02,9.640,9.780,9.650,9.490,6912
2014-04-03,9.650,9.720,9.720,9.560,4260
2014-04-04,9.710,9.760,9.730,9.610,3264
2014-04-08,9.700,9.990,9.800,9.610,7147
2014-04-09,9.800,9.900,9.890,9.800,4397
2014-04-10,9.900,10.180,10.040,9.850,15072
2014-04-11,10.060,10.060,9.960,9.910,5548
2014-04-14,10.000,10.020,9.820,9.800,10125
2014-04-15,9.870,9.880,9.830,9.700,6582
2014-04-16,9.770,9.830,9.790,9.620,8155
2014-04-17,9.820,9.910,9.750,9.710,4563
2014-04-18,9.760,9.760,9.670,9.600,7702
2014-04-21,9.670,9.770,9.620,9.580,4522
2014-04-22,9.690,9.800,9.510,9.510,5503
2014-04-23,9.510,9.680,9.620,9.510,4686
2014-04-24,9.570,9.800,9.760,9.550,8066
2014-04-25,9.750,9.880,9.760,9.720,9013
2014-04-28,9.830,9.900,9.210,9.110,9187
2014-04-29,9.210,9.380,9.240,9.010,5590
2014-04-30,9.490,9.490,9.280,9.190,6786
2014-05-05,9.260,10.100,10.050,9.260,21830
2014-05-15,11.000,11.000,9.710,9.700,86303
2014-05-16,9.080,9.420,9.000,8.740,59599
2014-05-19,8.880,8.880,8.830,8.510,23896
2014-05-20,8.790,8.970,8.790,8.750,14450
2014-05-21,8.800,8.870,8.790,8.700,8005
2014-05-22,8.800,8.980,8.810,8.730,10869
2014-05-23,8.800,8.800,8.710,8.590,13136
2014-05-26,8.720,8.910,8.910,8.720,10534
2014-05-27,8.970,8.970,8.790,8.770,8092
2014-05-28,8.800,8.880,8.800,8.700,9524
2014-05-29,8.730,8.830,8.650,8.630,8785
2014-05-30,8.650,8.750,8.750,8.520,9222
2014-06-03,8.720,8.760,8.740,8.630,7155
2014-06-04,8.690,8.720,8.540,8.520,6246
2014-06-05,8.480,8.580,8.560,8.440,6927
2014-06-06,8.560,8.720,8.630,8.530,7591
2014-06-09,8.640,8.690,8.580,8.550,3229
2014-06-10,8.560,8.630,8.610,8.500,3627
2014-06-11,8.600,8.700,8.690,8.560,5806
2014-06-12,8.670,8.670,8.640,8.510,8188
2014-06-13,8.790,8.790,8.660,8.590,7414
2014-06-16,8.650,8.710,8.650,8.570,9708
2014-06-17,8.650,8.670,8.520,8.510,8509
2014-06-18,8.520,8.560,8.450,8.440,6472
2014-06-19,8.440,8.500,8.150,8.130,7444
2014-06-20,8.150,8.280,8.240,8.130,4497
2014-06-23,8.240,8.380,8.310,8.220,5375
2014-06-24,8.310,8.400,8.400,8.310,4683
2014-09-19,9.240,9.240,9.240,9.240,1367
2014-09-22,10.160,10.160,10.160,10.160,1779
2014-09-23,11.180,11.180,11.180,11.180,3112
2014-09-24,12.300,12.300,12.300,12.300,4756
2014-09-25,13.530,13.530,13.530,13.530,60394
2014-09-26,13.900,14.880,14.880,13.660,404281
2014-09-29,15.000,16.300,16.000,14.380,252742
2014-09-30,15.770,16.600,16.150,15.540,139643
2014-10-08,16.040,16.500,16.000,15.800,93427
2014-10-09,16.020,16.250,16.180,15.740,113532
2014-10-10,16.100,17.080,17.080,15.750,111755
2014-10-13,17.000,18.790,18.790,16.800,87673
2014-10-14,19.440,20.580,20.080,19.440,153125
2014-10-15,20.560,20.570,19.720,19.000,78203
2014-10-16,19.440,21.000,20.300,19.010,129395
2014-10-17,19.800,20.450,19.550,19.500,55641
2014-10-20,19.500,20.000,19.330,18.810,65683
2014-10-21,19.430,19.900,19.350,19.110,35983
2014-10-22,19.500,19.900,19.370,19.150,28882
2014-10-23,19.110,19.450,18.690,18.500,32577
2014-10-24,18.270,19.270,18.880,18.250,47384
2014-10-27,18.470,19.170,18.660,18.150,37589
2014-10-28,18.860,19.960,19.800,18.700,63575
2014-10-29,20.090,20.500,20.170,19.730,84355
2014-10-30,20.170,20.550,20.460,19.770,42180
2014-10-31,20.550,21.100,20.150,20.110,32574
2014-11-03,20.250,20.430,20.130,19.850,24649
2014-11-04,20.020,20.700,20.310,19.980,31170
2014-11-05,20.350,20.500,20.350,20.110,18231
2014-11-06,20.340,20.980,20.980,20.210,34398
2014-11-07,21.000,23.080,23.080,20.830,100905
2014-11-10,23.500,25.280,24.500,23.260,111535
2014-11-11,24.980,24.980,23.000,22.800,73915
2014-11-12,22.880,23.540,22.670,21.950,58023
2014-11-13,22.850,22.990,22.850,21.950,36882
2014-11-14,22.800,23.100,22.450,22.200,19024
2014-11-17,22.500,23.200,22.910,22.210,29803
2014-11-18,22.980,23.760,23.500,22.700,37483
2014-11-19,23.450,24.470,24.400,23.300,54115
2014-11-20,24.080,25.500,24.960,24.070,65392
2014-11-21,24.700,25.490,24.800,24.450,38737
2014-11-24,24.820,25.220,24.590,24.500,30090
2014-11-25,24.590,24.590,24.000,23.800,42274
2014-11-26,24.000,24.460,24.180,23.850,22644
2014-11-27,24.300,24.900,24.860,23.410,36900
2014-11-28,24.860,24.900,24.370,24.280,29295
2014-12-01,24.270,24.270,23.280,23.000,37947
2014-12-02,23.570,23.680,23.250,22.770,38944
2014-12-03,23.080,23.240,22.750,22.190,34960
2014-12-04,22.680,23.530,23.180,22.600,30395
2014-12-05,23.160,23.160,22.650,22.000,24287
2014-12-08,22.590,22.590,21.100,20.980,66975
2014-12-09,20.700,23.210,21.670,20.010,64599
