Date,Opening,High,Closing,Low,Volume
2013-12-19,30.800,31.090,30.160,29.900,39400
2013-12-20,30.360,30.360,29.750,29.520,40792
2013-12-23,29.800,30.300,29.850,29.670,29350
2013-12-24,30.250,30.330,30.050,29.880,45262
2013-12-25,30.140,30.140,30.050,29.580,27792
2013-12-26,30.050,30.180,29.750,29.630,18560
2013-12-27,30.150,31.200,30.820,29.750,42815
2013-12-30,30.870,31.100,30.400,30.270,23640
2013-12-31,30.400,31.350,31.090,30.310,79559
2014-01-02,30.840,31.550,31.370,30.520,40954
2014-01-03,31.500,31.750,31.650,31.100,31773
2014-01-06,31.650,31.690,30.500,30.220,33461
2014-01-07,31.000,33.550,33.050,30.900,133047
2014-01-08,32.500,33.510,33.300,32.120,140607
2014-01-09,33.000,34.010,32.500,32.450,99361
2014-01-10,32.510,33.110,31.620,31.400,60728
2014-01-13,31.700,32.760,32.460,31.700,48069
2014-01-14,32.400,33.250,33.000,31.990,61866
2014-01-15,33.020,34.080,33.990,33.020,89805
2014-01-16,34.300,35.400,34.060,33.910,99096
2014-01-17,33.480,34.390,33.690,33.480,32823
2014-01-20,33.680,34.300,33.750,33.110,30296
2014-01-21,33.200,34.200,32.800,32.690,59148
2014-01-22,32.920,34.410,34.410,32.920,57883
2014-01-23,34.300,34.400,33.880,33.780,62979
2014-01-24,33.870,34.170,33.890,33.690,30381
2014-01-27,33.590,34.500,33.880,33.500,33692
2014-01-28,33.570,34.440,33.780,33.570,30779
2014-01-29,34.000,34.330,34.280,33.600,35528
2014-01-30,34.180,34.740,33.600,33.600,33031
2014-02-07,33.300,34.260,34.260,33.200,26007
2014-02-10,35.020,37.690,37.690,35.020,86024
2014-02-11,38.080,39.500,38.480,37.000,113641
2014-02-12,38.200,38.480,38.080,37.500,54987
2014-02-13,38.230,39.490,37.960,37.500,55191
2014-02-14,37.860,39.200,39.000,37.600,50976
2014-02-17,38.850,40.610,40.380,38.450,69355
2014-02-18,40.010,40.350,39.240,39.000,40586
2014-02-19,39.300,39.890,38.550,38.480,39341
2014-02-20,39.300,40.300,37.980,37.770,56976
2014-02-21,37.790,38.600,38.300,37.120,50781
2014-02-24,37.680,38.690,38.360,36.400,65782
2014-02-25,38.010,38.880,36.600,36.100,52723
2014-02-26,36.700,39.470,38.250,36.700,98566
2014-02-27,38.800,40.300,38.330,38.200,141215
2014-02-28,37.490,39.210,39.200,36.580,109538
2014-03-03,39.240,40.500,39.430,38.760,75300
2014-03-04,38.900,39.500,38.150,37.910,46888
2014-03-05,38.310,38.500,36.880,36.780,54903
2014-03-06,36.900,37.100,36.300,35.100,71839
2014-03-07,36.000,36.340,35.350,34.960,70098
2014-03-10,35.020,35.260,34.620,34.530,37473
2014-03-11,34.280,34.830,34.120,33.800,57706
2014-03-12,34.350,34.470,34.350,33.480,38219
2014-03-13,34.490,35.330,34.890,34.490,60523
2014-03-14,34.700,35.250,34.720,34.360,25164
2014-03-17,35.150,35.240,35.100,34.600,35848
2014-03-18,35.290,35.850,34.260,34.230,72471
2014-03-19,34.000,34.000,33.200,31.970,105259
2014-03-20,33.100,33.190,31.760,31.750,59978
2014-03-21,31.870,32.970,32.830,31.170,52693
2014-03-24,32.400,33.780,33.490,32.400,58343
2014-03-25,33.210,34.150,33.200,32.890,39971
2014-03-26,33.230,33.670,33.620,32.900,29380
2014-03-27,33.990,34.100,33.120,33.070,35284
2014-03-28,33.100,33.380,31.610,31.450,37688
2014-03-31,31.940,32.190,30.650,30.600,41888
2014-04-01,30.120,32.200,32.010,30.120,39439
2014-04-02,32.170,32.200,30.960,30.800,57677
2014-04-03,31.110,31.850,31.330,31.110,39436
2014-04-04,31.000,31.650,31.170,30.880,42500
2014-04-08,31.180,32.250,32.060,30.900,55273
2014-04-09,32.120,33.180,33.030,32.110,62142
2014-04-10,33.210,33.330,32.930,32.700,46943
2014-04-11,32.900,33.850,33.430,32.780,44728
2014-04-14,33.440,34.210,33.700,33.200,37713
2014-04-15,33.500,33.720,32.740,32.640,31038
2014-04-16,32.600,33.090,32.650,32.520,25480
2014-04-17,32.670,32.940,31.780,31.600,43757
2014-04-18,31.890,31.980,31.690,31.410,29077
2014-04-21,32.300,32.530,31.210,31.060,55712
2014-04-22,31.220,31.690,30.610,30.180,69288
2014-04-23,30.600,30.620,30.000,29.670,77647
2014-04-24,30.090,30.190,30.000,29.730,32264
2014-04-25,30.130,30.130,29.450,29.400,39497
2014-04-28,29.300,29.500,28.490,28.250,54577
2014-04-29,28.480,29.250,29.050,28.320,37559
2014-04-30,28.950,29.200,28.660,28.470,38994
2014-05-05,28.580,28.580,27.750,25.800,155713
2014-05-06,27.300,28.180,27.690,26.920,107397
2014-05-07,28.000,28.280,26.750,26.710,99084
2014-05-08,26.500,26.880,26.020,25.940,109680
2014-05-09,26.020,26.580,26.240,25.960,74869
2014-05-12,26.500,27.180,27.150,26.180,104689
2014-05-13,27.220,28.470,28.030,27.220,146815
2014-05-14,28.500,28.520,28.430,27.930,106160
2014-05-15,28.410,28.430,27.360,27.230,94171
2014-05-16,27.400,27.950,27.680,26.600,67504
2014-05-19,27.700,27.880,26.910,26.750,62244
2014-05-20,27.110,27.500,26.570,26.320,76224
2014-05-21,26.470,26.970,26.810,26.260,66257
